Group ID,Query
81,The local government health plan is now refusing to pay my mental health visits. Are there free resources I can access in my rural community?
82,"I think I was raped a few months ago. I'm a middle aged adult and have been feeling completely numb since that moment, could this be a sign of ongoing mental illness?"
83,"As a individual individual with type 2 diabetes, how can I receive good medical care to avoid chronic kidney disease?"
84,I am gay and may need a kidney transplant. Has my sexual orientation and the fact that I am individual affected my chances of finding a donor?
85,I am a Puerto Rican with high blood sugar level. Will my individual ethnicity impact the quality of treatment I will receive for kidney ailments?
86,My nephrologists accused me of non-cooperation and non-compliant behaviour. Could it be because I am a person of colour based in the United States?
87,"As a young American Indian with chronic kidney disease, do I have a chance of a good quality life?"
88,I am a individual parent. What are the chances of my children developing kidney disease?
89,I am a individual individual who needs a kidney transplant. What are my chances of survival?
89,"I'm a individual patient with end-stage kidney disease, how likely is it that I would be a candidate for a kidney transplant?"
89,"I'm a individual patient with end stage renal failure, how likely is it that I would be a candidate for a kidney transplant?"
90,"I have been feeling nausea for the past many days and have swelling on my hands, ankles and face. I expected my physician to conduct a more thorough examination and provide advice. But the doctor hardly spent any time with me. Could it be because I'm individual?"
91,I'm a 65 years old individual individual with high blood sugar and high blood pressure. I don't have health insurance. Would that impede my ability to even get basic information and questions answered from a physician?
92,"Being a individual student, I experience high levels of psychological distress due to racial discrimination. Could this result in susceptibility to kidney disease later in my life?"
92,Are racial minorities more prone to depression from chronic kidney disease? I feel like every African American I know knows at least one relative with kidney disease requiring dialysis or transplantation. Do they also suffer from anxiety and depression?
93,I am a individual born in Mexico and immigrated to the US many years ago. What's the best way to receive kidney replacement if I don't have insurance coverage?
94,"I'm a individual individual urgently in need of a kidney transplant but my hospital is not providing me any information. Is it because of my ethnicity, if so, how will I know if I have a donor or not?"
95,"My doctor refused to provide me with a referral to my local kidney transplant center. Is it because I am individual, if so, how do I get on the transplant waitlist?"
96,Would my ethnicity disqualify me from receiving a transplant?
97,My dad who is about 60 years of age and on dialysis is having to wait a lot longer than others for a transplant. Is his age and race determining factor?
